year,hs_eci,locationcode,complexity_harv_rank_simple,complexity_harv_rank_normed,complexity_harv_rank_common
2009,1.11754,KNA,39,0.164502164502165,32
2010,0.7265996,KNA,60,0.255411255411255,50
2011,1.0025516,KNA,45,0.188841201716738,38
2012,0.7011015,KNA,67,0.282051282051282,58
2013,0.85273576,KNA,50,0.208510638297872,42
2014,1.2677743,KNA,25,0.102564102564103,21
2015,0.9449478,KNA,46,0.192307692307692,40
2016,0.65817404,KNA,69,0.290598290598291,59
1995,0.7377467,KOR,43,0.192660550458716,41
1996,0.8489623,KOR,33,0.149532710280374,33
1997,0.96899724,KOR,35,0.158878504672897,35
1998,0.90088314,KOR,37,0.168224299065421,37
1999,0.87386256,KOR,38,0.172093023255814,37
2000,0.9795909,KOR,44,0.18695652173913,35
2001,1.0903661,KOR,36,0.152173913043478,30
2002,1.1290103,KOR,30,0.126086956521739,26
2003,1.179998,KOR,24,0.1,20
2004,1.3024219,KOR,22,0.091304347826087,20
2005,1.3364573,KOR,18,0.0739130434782609,16
2006,1.505399,KOR,13,0.051948051948052,12
2007,1.5285273,KOR,13,0.051948051948052,13
2008,1.5431832,KOR,12,0.0476190476190476,12
2009,1.5351657,KOR,17,0.0692640692640693,16
2010,1.6840377,KOR,11,0.0432900432900433,11
2011,1.6438391,KOR,15,0.0600858369098712,14
2012,1.6166639,KOR,14,0.0555555555555556,12
2013,1.7246207,KOR,7,0.025531914893617,7
2014,1.7566947,KOR,8,0.0299145299145299,7
2015,1.8854884,KOR,6,0.0213675213675214,6
2016,1.9113401,KOR,6,0.0213675213675214,6
1995,-0.20522188,KWT,124,0.564220183486239,118
1996,-0.18051058,KWT,119,0.551401869158879,117
1997,-0.75028056,KWT,160,0.742990654205608,158
1998,0.09005845,KWT,103,0.476635514018692,101
1999,-0.08040151,KWT,118,0.544186046511628,115
2000,0.10895476,KWT,109,0.469565217391304,96
2001,0.08833592,KWT,120,0.517391304347826,107
2002,0.16863276,KWT,112,0.482608695652174,98
2003,0.026107928,KWT,119,0.51304347826087,106
2004,0.16697133,KWT,105,0.452173913043478,92
2005,0.3907277,KWT,85,0.365217391304348,74
2006,0.18722981,KWT,107,0.458874458874459,93
2007,-0.45245874,KWT,154,0.662337662337662,138
2008,-0.34068403,KWT,150,0.645021645021645,132
2009,-0.50344205,KWT,161,0.692640692640693,143
2010,-0.016860683,KWT,126,0.541125541125541,110
2011,-0.559453,KWT,168,0.716738197424893,148
2012,-0.49716526,KWT,161,0.683760683760684,141
2013,-0.17757879,KWT,136,0.574468085106383,117
2014,-0.20990467,KWT,137,0.581196581196581,119
2015,-0.44816542,KWT,162,0.688034188034188,142
2016,-0.25183168,KWT,144,0.611111111111111,126
1995,-1.3375072,LAO,207,0.944954128440367,201
1996,-1.263,LAO,194,0.901869158878505,192
1997,-0.97190326,LAO,179,0.831775700934579,177
1998,-1.3790147,LAO,199,0.925233644859813,197
1999,-1.3076608,LAO,199,0.92093023255814,196
2000,-1.3909032,LAO,218,0.943478260869565,200
2001,-1.2617713,LAO,215,0.930434782608696,198
2002,-1.3264703,LAO,218,0.943478260869565,201
2003,-1.2257892,LAO,214,0.926086956521739,197
2004,-1.2759607,LAO,218,0.943478260869565,201
2005,-1.3083129,LAO,215,0.930434782608696,198
2006,-1.1901739,LAO,210,0.904761904761905,191
2007,-1.1640849,LAO,213,0.917748917748918,195
2008,-1.2844435,LAO,214,0.922077922077922,196
2009,-1.4107218,LAO,222,0.956709956709957,204
2010,-1.1731002,LAO,216,0.930735930735931,197
2011,-1.2651124,LAO,215,0.918454935622318,194
2012,-1.3351066,LAO,222,0.944444444444444,201
2013,-1.1853222,LAO,211,0.893617021276596,189
2014,-1.170669,LAO,208,0.884615384615385,187
2015,-0.88228047,LAO,192,0.816239316239316,172
2016,-1.1386743,LAO,208,0.884615384615385,187
1995,0.062241297,LBN,104,0.472477064220184,98
1996,-0.06421533,LBN,107,0.495327102803738,105
1997,0.27049786,LBN,84,0.38785046728972,82
1998,0.11632163,LBN,101,0.467289719626168,99
1999,0.1801836,LBN,96,0.441860465116279,93
2000,0.22171839,LBN,102,0.439130434782609,89
2001,0.13478018,LBN,112,0.482608695652174,100
2002,0.17209825,LBN,110,0.473913043478261,96
2003,0.1548508,LBN,110,0.473913043478261,97
2004,0.23403293,LBN,97,0.417391304347826,84
2005,0.35506538,LBN,87,0.373913043478261,76
2006,0.38318324,LBN,89,0.380952380952381,77
2007,0.47469777,LBN,85,0.363636363636364,72
2008,0.4182744,LBN,88,0.376623376623377,76
2009,0.31672308,LBN,97,0.415584415584416,83
2010,0.31950757,LBN,92,0.393939393939394,80
2011,0.19436342,LBN,102,0.433476394849785,86
2012,0.32324836,LBN,97,0.41025641025641,82
2013,0.27999762,LBN,98,0.412765957446809,83
2014,0.2746832,LBN,94,0.397435897435897,82
2015,0.14334211,LBN,110,0.465811965811966,93
2016,0.28942037,LBN,96,0.405982905982906,83
1995,-0.21888754,LBR,127,0.577981651376147,121
1996,-0.45235485,LBR,141,0.654205607476636,139
1997,-0.27612454,LBR,121,0.560747663551402,119
1998,-0.6483872,LBR,155,0.719626168224299,153
1999,0.3183335,LBR,82,0.376744186046512,80
2000,-0.44602916,LBR,152,0.656521739130435,137
2001,-0.4571451,LBR,154,0.665217391304348,138
2002,0.15455335,LBR,113,0.486956521739131,99
2003,0.27472278,LBR,97,0.417391304347826,86
2004,0.44308615,LBR,71,0.304347826086957,60
2005,-0.14604907,LBR,134,0.578260869565217,120
2006,-0.6405394,LBR,182,0.783549783549784,165
2007,-0.6919974,LBR,176,0.757575757575758,159
2008,-0.4531769,LBR,163,0.701298701298701,145
2009,0.059003357,LBR,120,0.515151515151515,104
2010,-0.10211156,LBR,129,0.554112554112554,113
2011,-0.090020984,LBR,126,0.536480686695279,109
2012,-0.5333589,LBR,163,0.692307692307692,143
2013,-0.23461273,LBR,143,0.604255319148936,124
2014,-0.4418333,LBR,159,0.675213675213675,140
2015,-0.7998067,LBR,185,0.786324786324786,165
2016,-0.53715485,LBR,164,0.696581196581197,145
1995,-0.1951878,LBY,123,0.559633027522936,117
1996,-0.51640165,LBY,143,0.663551401869159,141
1997,-0.59295577,LBY,148,0.686915887850467,146
1998,-0.43429235,LBY,140,0.649532710280374,138
1999,-0.44837064,LBY,142,0.655813953488372,139
2000,-0.22081183,LBY,135,0.582608695652174,121
2001,-0.73694634,LBY,177,0.765217391304348,160
2002,-0.21011633,LBY,149,0.643478260869565,133
2003,-0.41095254,LBY,160,0.691304347826087,143
2004,-0.38907698,LBY,154,0.665217391304348,138
2005,-0.1729399,LBY,136,0.586956521739131,122
2006,-0.5481842,LBY,174,0.748917748917749,157
2007,-0.7513216,LBY,182,0.783549783549784,165
2008,-0.9933473,LBY,199,0.857142857142857,181
2009,-1.0967182,LBY,212,0.913419913419913,194
2010,-0.7427674,LBY,182,0.783549783549784,164
2011,-1.6872048,LBY,230,0.982832618025751,209
2012,-2.9718647,LBY,235,1,213
2013,-1.6356559,LBY,228,0.965957446808511,206
2014,-1.5384095,LBY,228,0.97008547008547,207
2015,-1.1611922,LBY,210,0.893162393162393,189
2016,-0.9841851,LBY,195,0.829059829059829,175
1995,-0.049266525,LCA,111,0.504587155963303,105
1996,-0.35666838,LCA,135,0.626168224299065,133
1997,-0.1846317,LCA,119,0.551401869158879,117
1998,-0.05638865,LCA,111,0.514018691588785,109
1999,-0.2385863,LCA,125,0.576744186046512,122
2000,-0.06372811,LCA,121,0.521739130434783,108
2001,-0.09906719,LCA,132,0.569565217391304,118
2002,-0.16055313,LCA,142,0.61304347826087,126
2003,0.20975538,LCA,107,0.460869565217391,94
2004,0.08853249,LCA,111,0.478260869565217,97
2005,0.46610624,LCA,74,0.317391304347826,64
2006,0.84352183,LCA,55,0.233766233766234,48
2007,0.8184899,LCA,58,0.246753246753247,48
2008,0.28757605,LCA,102,0.437229437229437,88
2009,0.33456287,LCA,96,0.411255411255411,82
2010,0.57650197,LCA,75,0.32034632034632,65
2011,0.20573156,LCA,98,0.416309012875536,84
2012,0.35562834,LCA,95,0.401709401709402,80
2013,0.018128153,LCA,118,0.497872340425532,100
2014,0.060018066,LCA,116,0.491452991452991,101
2015,0.22930631,LCA,102,0.431623931623932,86
2016,0.27339864,LCA,100,0.423076923076923,86
1995,-0.97254074,LKA,184,0.839449541284404,178
1996,-0.9759641,LKA,177,0.822429906542056,175
1997,-1.0603173,LKA,186,0.864485981308411,184
1998,-1.0518707,LKA,185,0.85981308411215,183
1999,-0.9799563,LKA,182,0.841860465116279,179
2000,-1.0474786,LKA,199,0.860869565217391,181
2001,-0.87003636,LKA,191,0.826086956521739,174
2002,-0.8588769,LKA,189,0.817391304347826,172
2003,-0.73944455,LKA,181,0.782608695652174,164
2004,-0.767687,LKA,179,0.773913043478261,163
2005,-0.81048834,LKA,188,0.81304347826087,172
2006,-0.7444996,LKA,185,0.796536796536797,168
2007,-0.72230446,LKA,180,0.774891774891775,163
2008,-0.6610921,LKA,178,0.766233766233766,160
2009,-0.84946704,LKA,189,0.813852813852814,171
2010,-0.8236688,LKA,185,0.796536796536797,167
2011,-0.6632863,LKA,178,0.759656652360515,158
2012,-0.65307283,LKA,176,0.747863247863248,156
2013,-0.6809793,LKA,175,0.740425531914894,154
2014,-0.6329324,LKA,177,0.752136752136752,157
2015,-0.67075175,LKA,176,0.747863247863248,156
2016,-0.5550421,LKA,167,0.70940170940171,148
1995,0.41667888,LTU,73,0.330275229357798,68
1996,0.4231717,LTU,71,0.327102803738318,69
1997,0.4764914,LTU,62,0.285046728971963,60
1998,0.3010144,LTU,83,0.383177570093458,81
1999,0.16929401,LTU,97,0.446511627906977,94
2000,0.22927047,LTU,101,0.434782608695652,88
2001,0.20270553,LTU,107,0.460869565217391,95
2002,0.21804899,LTU,105,0.452173913043478,91
2003,0.31685153,LTU,87,0.373913043478261,76
2004,0.4523557,LTU,69,0.295652173913044,58
2005,0.400196,LTU,83,0.356521739130435,72
2006,0.49534702,LTU,76,0.324675324675325,65
2007,0.6921429,LTU,68,0.29004329004329,58
2008,0.5854592,LTU,72,0.307359307359307,63
2009,0.61504257,LTU,73,0.311688311688312,63
2010,0.6836119,LTU,68,0.29004329004329,58
2011,0.8491944,LTU,51,0.214592274678112,43
2012,0.77868,LTU,59,0.247863247863248,51
2013,0.74640894,LTU,61,0.25531914893617,52
2014,0.8423346,LTU,54,0.226495726495727,45
2015,0.7667719,LTU,60,0.252136752136752,53
2016,0.75259924,LTU,64,0.269230769230769,55
1995,0.23027499,LVA,91,0.412844036697248,85
1996,0.36292955,LVA,75,0.345794392523364,73
1997,0.45912552,LVA,65,0.299065420560748,63
1998,0.39183798,LVA,73,0.336448598130841,71
1999,0.20990032,LVA,93,0.427906976744186,90
2000,0.37182525,LVA,91,0.391304347826087,78
2001,0.40131035,LVA,83,0.356521739130435,71
2002,0.46264425,LVA,76,0.326086956521739,65
2003,0.55516374,LVA,68,0.291304347826087,58
2004,0.38254458,LVA,82,0.352173913043478,70
2005,0.4300201,LVA,77,0.330434782608696,67
2006,0.51235914,LVA,74,0.316017316017316,64
2007,0.62842435,LVA,72,0.307359307359307,62
2008,0.660859,LVA,67,0.285714285714286,58
2009,0.63137984,LVA,71,0.303030303030303,61
2010,0.59656894,LVA,74,0.316017316017316,64
2011,0.6874038,LVA,64,0.270386266094421,54
2012,0.6980399,LVA,68,0.286324786324786,59
2013,0.58372456,LVA,74,0.31063829787234,61
2014,0.5954649,LVA,75,0.316239316239316,65
2015,0.5507853,LVA,77,0.324786324786325,66
2016,0.53797656,LVA,77,0.324786324786325,66
1995,-0.2366419,MAC,128,0.58256880733945,122
1996,-0.33428583,MAC,133,0.616822429906542,131
1997,-0.33231342,MAC,127,0.588785046728972,125
1998,-0.3882384,MAC,133,0.616822429906542,131
1999,-0.59509385,MAC,157,0.725581395348837,154
2000,-0.6302665,MAC,170,0.734782608695652,153
2001,-0.5477824,MAC,160,0.691304347826087,143
2002,-0.519112,MAC,166,0.717391304347826,149
2003,-0.45814484,MAC,164,0.708695652173913,147
2004,-0.69686407,MAC,175,0.756521739130435,159
2005,-0.28268564,MAC,145,0.626086956521739,131
2006,-0.118172415,MAC,134,0.575757575757576,119
2007,0.14555115,MAC,110,0.471861471861472,94
2008,0.31012428,MAC,99,0.424242424242424,85
2009,0.19418848,MAC,105,0.45021645021645,90
2010,0.47404805,MAC,81,0.346320346320346,70
2011,0.43077672,MAC,81,0.343347639484979,70
2012,0.5343089,MAC,81,0.341880341880342,69
2013,0.29938322,MAC,96,0.404255319148936,81
2014,0.61934847,MAC,74,0.311965811965812,64
2015,0.36247456,MAC,92,0.388888888888889,78
2016,0.5187076,MAC,80,0.337606837606838,69
1995,-0.65455186,MAR,160,0.729357798165138,154
1996,-0.76698214,MAR,164,0.761682242990654,162
1997,-0.75970715,MAR,164,0.761682242990654,162
1998,-0.84233725,MAR,167,0.775700934579439,165
1999,-0.77208674,MAR,167,0.772093023255814,164
2000,-0.7628416,MAR,181,0.782608695652174,164
2001,-0.84155214,MAR,188,0.81304347826087,171
2002,-0.8117715,MAR,188,0.81304347826087,171
2003,-0.7103001,MAR,178,0.769565217391304,161
2004,-0.797791,MAR,181,0.782608695652174,165
2005,-0.67477715,MAR,172,0.743478260869565,156
2006,-0.5993103,MAR,178,0.766233766233766,161
2007,-0.7018024,MAR,178,0.766233766233766,161
2008,-0.6540135,MAR,177,0.761904761904762,159
2009,-0.701744,MAR,178,0.766233766233766,160
2010,-0.6433835,MAR,176,0.757575757575758,158
2011,-0.7195726,MAR,180,0.76824034334764,160
2012,-0.63201594,MAR,171,0.726495726495727,151
2013,-0.6719859,MAR,174,0.736170212765957,153
2014,-0.68330854,MAR,178,0.756410256410256,158
2015,-0.8376001,MAR,191,0.811965811965812,171
2016,-0.767269,MAR,180,0.764957264957265,161
1995,0.31556332,MDA,80,0.362385321100917,75
1996,0.12520409,MDA,95,0.439252336448598,93
1997,0.10978832,MDA,101,0.467289719626168,99
1998,-0.27426738,MDA,122,0.565420560747664,120
1999,-0.25890428,MDA,127,0.586046511627907,124
2000,0.010717549,MDA,117,0.504347826086957,104
2001,-0.061985977,MDA,128,0.552173913043478,114
2002,-0.1769057,MDA,147,0.634782608695652,131
2003,-0.010589549,MDA,122,0.526086956521739,109
2004,-0.24414879,MDA,140,0.604347826086957,125
2005,-0.13327906,MDA,132,0.569565217391304,118
2006,-0.018149322,MDA,128,0.54978354978355,113
2007,0.06274498,MDA,118,0.506493506493507,102
2008,-0.02001642,MDA,122,0.523809523809524,106
2009,-0.12444383,MDA,132,0.567099567099567,115
2010,-0.13096477,MDA,135,0.58008658008658,119
2011,-0.18521565,MDA,136,0.579399141630901,118
2012,-0.06178687,MDA,124,0.525641025641026,106
2013,-0.04256855,MDA,123,0.519148936170213,105
2014,-0.3005693,MDA,147,0.623931623931624,129
2015,-0.30532336,MDA,145,0.615384615384615,127
2016,-0.3676508,MDA,152,0.645299145299145,134
1995,-1.2534722,MDG,205,0.935779816513761,199
1996,-1.2876116,MDG,195,0.906542056074766,193
1997,-1.389813,MDG,204,0.948598130841122,202
1998,-1.4645886,MDG,202,0.939252336448598,200
1999,-1.1699806,MDG,193,0.893023255813954,190
2000,-1.1420283,MDG,205,0.886956521739131,187
2001,-1.3685285,MDG,220,0.952173913043478,202
2002,-1.2736533,MDG,214,0.926086956521739,197
2003,-1.4383632,MDG,222,0.960869565217391,205
2004,-1.4702603,MDG,224,0.969565217391304,207
2005,-1.2507275,MDG,205,0.886956521739131,188
2006,-1.2583252,MDG,214,0.922077922077922,195
2007,-1.1518368,MDG,211,0.909090909090909,193
2008,-1.2415664,MDG,212,0.913419913419913,194
2009,-1.4452636,MDG,223,0.961038961038961,205
2010,-1.1521862,MDG,212,0.913419913419913,193
2011,-1.2507763,MDG,213,0.909871244635193,192
2012,-1.2329776,MDG,218,0.927350427350427,197
2013,-1.2385787,MDG,216,0.914893617021277,194
2014,-1.2545218,MDG,212,0.901709401709402,191
2015,-1.203543,MDG,213,0.905982905982906,192
2016,-1.3333014,MDG,220,0.935897435897436,199
1995,-0.8191518,MDV,175,0.798165137614679,169
1996,-0.9903681,MDV,178,0.827102803738318,176
1997,-0.9356688,MDV,177,0.822429906542056,175
1998,-1.2376907,MDV,195,0.906542056074766,193
1999,-0.90206,MDV,177,0.818604651162791,174
2000,-1.3096809,MDV,216,0.934782608695652,198
2001,-0.8752446,MDV,193,0.834782608695652,176
2002,-1.1922182,MDV,209,0.904347826086956,192
2003,-1.0858793,MDV,204,0.882608695652174,187
2004,-0.30442807,MDV,147,0.634782608695652,132
2005,0.2623156,MDV,97,0.417391304347826,86
2006,0.15105136,MDV,112,0.480519480519481,98
2007,-0.46360946,MDV,157,0.675324675324675,141
2008,0.15491001,MDV,112,0.480519480519481,97
2009,-0.22406456,MDV,138,0.593073593073593,121
2010,-0.3733033,MDV,156,0.670995670995671,138
2011,-0.7297866,MDV,181,0.772532188841202,161
2012,-0.64775544,MDV,175,0.743589743589744,155
2013,-0.1714917,MDV,135,0.570212765957447,116
2014,-0.37403855,MDV,154,0.653846153846154,135
2015,-0.13270642,MDV,133,0.564102564102564,115
2016,-0.49590153,MDV,161,0.683760683760684,143
1995,0.5157378,MEX,62,0.279816513761468,57
1996,0.67384785,MEX,49,0.224299065420561,48
1997,0.6243947,MEX,53,0.242990654205607,53
1998,0.5463707,MEX,61,0.280373831775701,60
1999,0.58983153,MEX,54,0.246511627906977,53
2000,0.62213856,MEX,67,0.28695652173913,57
2001,0.80133134,MEX,57,0.243478260869565,49
2002,0.8454623,MEX,48,0.204347826086957,42
2003,0.76148295,MEX,53,0.226086956521739,45
2004,0.7491553,MEX,51,0.217391304347826,44
2005,0.94564885,MEX,43,0.182608695652174,38
2006,1.0233778,MEX,43,0.181818181818182,38
2007,0.94035923,MEX,46,0.194805194805195,40
2008,0.9269817,MEX,46,0.194805194805195,39
2009,0.9588869,MEX,49,0.207792207792208,41
2010,1.0322119,MEX,38,0.16017316017316,32
2011,0.8324016,MEX,54,0.227467811158798,46
2012,0.9578171,MEX,49,0.205128205128205,42
2013,0.95600104,MEX,42,0.174468085106383,37
2014,0.97459835,MEX,42,0.175213675213675,36
2015,0.91656256,MEX,48,0.200854700854701,42
2016,0.98483634,MEX,45,0.188034188034188,39
1995,-0.27348492,MHL,132,0.600917431192661,126
1996,-0.0041317907,MHL,105,0.485981308411215,103
1997,0.107150696,MHL,102,0.47196261682243,100
1998,-0.61718976,MHL,152,0.705607476635514,150
1999,0.4232703,MHL,71,0.325581395348837,69
2000,0.7403039,MHL,61,0.260869565217391,51
2001,0.14460967,MHL,110,0.473913043478261,98
2002,0.2363921,MHL,103,0.443478260869565,90
2003,-1.3501503,MHL,219,0.947826086956522,202
2004,0.08267302,MHL,113,0.486956521739131,99
2005,-0.73299116,MHL,180,0.778260869565217,164
2006,-0.5032645,MHL,166,0.714285714285714,149
2007,-0.7430082,MHL,181,0.779220779220779,164
2008,-0.7629698,MHL,185,0.796536796536797,167
2009,-0.77448606,MHL,184,0.792207792207792,166
2010,-0.11007062,MHL,133,0.571428571428571,117
2011,-0.28490493,MHL,144,0.613733905579399,124
2012,-0.5987042,MHL,167,0.70940170940171,147
2013,-0.81256545,MHL,184,0.778723404255319,162
2014,-0.0064083776,MHL,121,0.512820512820513,105
2015,0.09489356,MHL,118,0.5,100
2016,0.2522812,MHL,105,0.444444444444444,91
1995,0.29457006,MKD,82,0.371559633027523,77
1996,0.25011945,MKD,83,0.383177570093458,81
1997,0.19486377,MKD,95,0.439252336448598,93
1998,-0.0200508,MKD,109,0.504672897196262,107
1999,-0.052505895,MKD,115,0.530232558139535,112
2000,0.08824705,MKD,114,0.491304347826087,101
2001,-0.042588074,MKD,127,0.547826086956522,113
2002,-0.056027215,MKD,131,0.565217391304348,116
2003,-0.064602405,MKD,126,0.543478260869565,112
2004,-0.1202335,MKD,131,0.565217391304348,117
2005,-0.15452306,MKD,135,0.582608695652174,121
2006,-0.23220469,MKD,144,0.619047619047619,129
2007,-0.23770963,MKD,136,0.584415584415584,120
2008,-0.15396635,MKD,131,0.562770562770563,115
2009,-0.28135306,MKD,142,0.61038961038961,124
2010,-0.19258459,MKD,141,0.606060606060606,124
2011,-0.20380472,MKD,139,0.592274678111588,121
2012,-0.14076164,MKD,128,0.542735042735043,109
2013,-0.09715247,MKD,128,0.540425531914894,110
2014,-0.12292962,MKD,132,0.55982905982906,115
2015,-0.11725881,MKD,132,0.55982905982906,114
2016,0.11234126,MKD,115,0.487179487179487,101
1995,-0.8973786,MLI,180,0.821100917431193,174
1996,-1.0032427,MLI,180,0.836448598130841,178
1997,-1.161218,MLI,192,0.892523364485981,190
1998,-0.9144865,MLI,173,0.803738317757009,171
1999,-1.074638,MLI,189,0.874418604651163,186
2000,-0.42398036,MLI,150,0.647826086956522,135
2001,-0.75085795,MLI,179,0.773913043478261,162
2002,-1.0852724,MLI,204,0.882608695652174,187
2003,-1.1812843,MLI,208,0.9,191
2004,-0.82992643,MLI,187,0.808695652173913,171
2005,-1.0644938,MLI,197,0.852173913043478,180
2006,-0.63312536,MLI,181,0.779220779220779,164
2007,-0.7662796,MLI,184,0.792207792207792,167
2008,-0.50780976,MLI,166,0.714285714285714,148
2009,-0.72723305,MLI,182,0.783549783549784,164
2010,-0.87299216,MLI,192,0.826839826839827,173
2011,-0.90312254,MLI,192,0.819742489270386,171
2012,-0.84106296,MLI,188,0.799145299145299,167
2013,-1.2528,MLI,217,0.919148936170213,195
2014,-1.2596649,MLI,213,0.905982905982906,192
2015,-0.9155517,MLI,194,0.824786324786325,174
2016,-0.6173312,MLI,170,0.722222222222222,151
1995,0.6669099,MLT,49,0.220183486238532,47
1996,0.8033159,MLT,39,0.177570093457944,39
1997,0.9150201,MLT,37,0.168224299065421,37
1998,0.8218279,MLT,43,0.196261682242991,43
1999,0.85532045,MLT,40,0.181395348837209,39
2000,1.0164838,MLT,41,0.173913043478261,32
2001,0.97514105,MLT,44,0.18695652173913,36
2002,0.9913433,MLT,40,0.169565217391304,35
2003,1.0903257,MLT,33,0.139130434782609,28
2004,1.1794398,MLT,28,0.117391304347826,26
2005,1.0728332,MLT,33,0.139130434782609,28
2006,1.2148015,MLT,33,0.138528138528139,28
2007,1.036792,MLT,41,0.173160173160173,37
2008,0.92846745,MLT,45,0.19047619047619,38
2009,1.1234251,MLT,38,0.16017316017316,31
2010,1.4304792,MLT,20,0.0822510822510823,19
2011,1.3478142,MLT,26,0.107296137339056,22
2012,1.1041578,MLT,36,0.14957264957265,31
2013,0.86281127,MLT,49,0.204255319148936,41
2014,0.81553113,MLT,56,0.235042735042735,46
2015,0.89143056,MLT,52,0.217948717948718,45
2016,0.9207705,MLT,48,0.200854700854701,42
1995,-1.481745,MMR,212,0.967889908256881,206
1996,-1.4525976,MMR,206,0.957943925233645,204
1997,-1.4748173,MMR,206,0.957943925233645,204
1998,-1.4962057,MMR,205,0.953271028037383,203
1999,-1.3719388,MMR,202,0.934883720930232,199
2000,-1.4329796,MMR,220,0.952173913043478,202
2001,-1.4058595,MMR,222,0.960869565217391,204
2002,-1.4844275,MMR,224,0.969565217391304,207
2003,-1.3749708,MMR,220,0.952173913043478,203
2004,-1.2256935,MMR,213,0.921739130434783,196
2005,-1.3959196,MMR,218,0.943478260869565,201
2006,-1.4702191,MMR,222,0.956709956709957,203
2007,-1.2743431,MMR,219,0.943722943722944,200
2008,-1.4535017,MMR,220,0.948051948051948,202
2009,-1.6442512,MMR,225,0.96969696969697,207
2010,-1.3357153,MMR,222,0.956709956709957,203
2011,-1.2342055,MMR,212,0.905579399141631,191
2012,-1.0974811,MMR,209,0.888888888888889,188
2013,-1.2815269,MMR,219,0.927659574468085,197
2014,-1.3906614,MMR,222,0.944444444444444,201
2015,-1.2485576,MMR,214,0.91025641025641,193
2016,-1.057979,MMR,199,0.846153846153846,178
1995,-0.7752064,MNG,171,0.779816513761468,165
1996,-0.6802175,MNG,154,0.714953271028037,152
1997,-0.34526145,MNG,129,0.598130841121495,127
1998,-0.6026261,MNG,150,0.696261682242991,148
1999,-0.5437931,MNG,154,0.711627906976744,151
2000,-0.653288,MNG,174,0.752173913043478,157
2001,-0.764637,MNG,181,0.782608695652174,164
2002,-0.90121543,MNG,192,0.830434782608696,175
2003,-1.0321237,MNG,202,0.873913043478261,185
2004,-1.158872,MNG,208,0.9,191
2005,-1.1533697,MNG,202,0.873913043478261,185
2006,-1.1670747,MNG,207,0.891774891774892,188
2007,-1.2246325,MNG,215,0.926406926406927,197
2008,-1.215944,MNG,211,0.909090909090909,193
2009,-0.99479485,MNG,201,0.865800865800866,183
2010,-1.2426703,MNG,219,0.943722943722944,200
2011,-1.1780839,MNG,209,0.892703862660944,188
2012,-1.3712364,MNG,223,0.948717948717949,202
2013,-1.2298071,MNG,214,0.906382978723404,192
2014,-1.2778668,MNG,218,0.927350427350427,197
2015,-1.1066438,MNG,203,0.863247863247863,182
2016,-0.86240387,MNG,187,0.794871794871795,167
1995,0.01296105,MNP,108,0.490825688073395,102
1996,0.073161274,MNP,100,0.462616822429907,98
1997,-0.8931955,MNP,172,0.799065420560748,170
1998,-0.20579244,MNP,117,0.542056074766355,115
1999,-0.4629079,MNP,143,0.66046511627907,140
2000,-0.091491155,MNP,125,0.539130434782609,111
2001,-0.45607954,MNP,152,0.656521739130435,136
2002,-0.09898864,MNP,139,0.6,124
2003,-0.21183512,MNP,139,0.6,123
2004,-0.24141444,MNP,139,0.6,124
2005,-0.24702133,MNP,143,0.617391304347826,129
2006,0.003724561,MNP,126,0.541125541125541,111
2007,-0.28234574,MNP,142,0.61038961038961,126
2008,-0.06488194,MNP,126,0.541125541125541,110
2009,0.38731247,MNP,91,0.38961038961039,78
2010,0.26103148,MNP,100,0.428571428571429,88
2011,0.40337422,MNP,84,0.356223175965665,71
2012,0.65820694,MNP,70,0.294871794871795,60
2013,0.6820953,MNP,70,0.293617021276596,58
2014,1.1755577,MNP,30,0.123931623931624,26
2015,0.8680272,MNP,56,0.235042735042735,49
2016,1.2922251,MNP,28,0.115384615384615,26
1995,-0.90816945,MOZ,181,0.825688073394496,175
1996,-1.1079843,MOZ,186,0.864485981308411,184
1997,-0.6713868,MOZ,155,0.719626168224299,153
1998,-0.6228298,MOZ,153,0.710280373831776,151
1999,-0.33600453,MOZ,132,0.609302325581395,129
2000,-0.55854684,MOZ,166,0.717391304347826,150
2001,-1.0831199,MOZ,205,0.886956521739131,188
2002,-1.3042032,MOZ,217,0.939130434782609,200
2003,-1.1714243,MOZ,206,0.891304347826087,189
2004,-1.5247637,MOZ,227,0.982608695652174,210
2005,-1.5907767,MOZ,224,0.969565217391304,207
2006,-1.2036982,MOZ,211,0.909090909090909,192
2007,-1.365012,MOZ,223,0.961038961038961,204
2008,-1.1580459,MOZ,209,0.900432900432901,191
2009,-0.8491044,MOZ,188,0.80952380952381,170
2010,-1.7351934,MOZ,229,0.987012987012987,210
2011,-1.3104692,MOZ,220,0.939914163090129,199
2012,-1.416335,MOZ,224,0.952991452991453,203
2013,-1.3425993,MOZ,221,0.936170212765957,199
2014,-1.2478502,MOZ,210,0.893162393162393,189
2015,-1.1353549,MOZ,208,0.884615384615385,187
2016,-1.4056411,MOZ,223,0.948717948717949,202
1995,-1.9223332,MRT,214,0.977064220183486,208
1996,-1.1725768,MRT,189,0.878504672897196,187
1997,-1.6724193,MRT,210,0.976635514018692,208
1998,-0.94520605,MRT,177,0.822429906542056,175
1999,-0.9749902,MRT,181,0.837209302325582,178
2000,-1.1682937,MRT,207,0.895652173913044,189
2001,-0.95604914,MRT,200,0.865217391304348,183
2002,-1.1690031,MRT,208,0.9,191
2003,-0.9210533,MRT,196,0.847826086956522,179
