year,hs_eci,locationcode,complexity_harv_rank_simple,complexity_harv_rank_normed,complexity_harv_rank_common
2016,0.69709563,BLR,67,0.282051282051282,58
1995,-0.0013914614,BLZ,109,0.495412844036697,103
1996,-0.37625974,BLZ,137,0.635514018691589,135
1997,-0.37231734,BLZ,133,0.616822429906542,131
1998,0.06530071,BLZ,105,0.485981308411215,103
1999,-0.5593975,BLZ,155,0.716279069767442,152
2000,-0.55189097,BLZ,164,0.708695652173913,148
2001,-0.020187834,BLZ,124,0.534782608695652,110
2002,-0.06948748,BLZ,135,0.582608695652174,120
2003,-0.36285388,BLZ,156,0.673913043478261,139
2004,-0.106574856,BLZ,129,0.556521739130435,115
2005,-0.5344489,BLZ,160,0.691304347826087,144
2006,-0.36808753,BLZ,152,0.653679653679654,137
2007,-0.101660825,BLZ,128,0.54978354978355,112
2008,-0.6676085,BLZ,179,0.770562770562771,161
2009,-0.9378042,BLZ,198,0.852813852813853,180
2010,-0.40795362,BLZ,159,0.683982683982684,141
2011,-0.16632715,BLZ,133,0.566523605150215,116
2012,-0.30974352,BLZ,147,0.623931623931624,127
2013,-0.22661464,BLZ,140,0.591489361702128,121
2014,-0.26347277,BLZ,143,0.606837606837607,125
2015,-0.2021232,BLZ,138,0.585470085470086,120
2016,-0.18783697,BLZ,137,0.581196581196581,119
1995,1.0557624,BMU,28,0.123853211009174,28
1996,1.2561995,BMU,18,0.0794392523364486,18
1997,1.1511928,BMU,27,0.121495327102804,27
1998,0.9381191,BMU,33,0.149532710280374,33
1999,1.1175574,BMU,26,0.116279069767442,25
2000,0.9762205,BMU,45,0.191304347826087,36
2001,1.3669829,BMU,22,0.091304347826087,18
2002,1.0466678,BMU,36,0.152173913043478,31
2003,1.0692084,BMU,35,0.147826086956522,30
2004,1.1729572,BMU,29,0.121739130434783,27
2005,0.5489521,BMU,68,0.291304347826087,59
2006,0.66187876,BMU,67,0.285714285714286,58
2007,0.69955117,BMU,66,0.281385281385281,56
2008,0.5421898,BMU,78,0.333333333333333,68
2009,1.0558151,BMU,41,0.173160173160173,34
2010,0.55915976,BMU,76,0.324675324675325,66
2011,0.5712827,BMU,74,0.313304721030043,63
2012,1.0072982,BMU,47,0.196581196581197,40
2013,0.5743671,BMU,75,0.314893617021277,62
2014,0.6574706,BMU,70,0.294871794871795,60
2015,0.7831146,BMU,59,0.247863247863248,52
2016,1.0184371,BMU,43,0.17948717948718,37
1995,-0.53110355,BOL,152,0.692660550458716,146
1996,-0.6863976,BOL,155,0.719626168224299,153
1997,-0.7597794,BOL,165,0.766355140186916,163
1998,-0.6294024,BOL,154,0.714953271028037,152
1999,-0.54266644,BOL,153,0.706976744186047,150
2000,-0.63557464,BOL,172,0.743478260869565,155
2001,-0.741176,BOL,178,0.769565217391304,161
2002,-1.0396147,BOL,201,0.869565217391304,184
2003,-0.84497166,BOL,191,0.826086956521739,174
2004,-1.0268991,BOL,201,0.869565217391304,184
2005,-0.83906007,BOL,192,0.830434782608696,176
2006,-0.94459987,BOL,195,0.83982683982684,178
2007,-1.0476055,BOL,201,0.865800865800866,183
2008,-0.9791409,BOL,198,0.852813852813853,180
2009,-1.0024133,BOL,202,0.87012987012987,184
2010,-0.905093,BOL,194,0.835497835497836,175
2011,-0.83824784,BOL,188,0.802575107296137,167
2012,-0.646102,BOL,174,0.739316239316239,154
2013,-0.9368943,BOL,197,0.834042553191489,175
2014,-1.1300105,BOL,204,0.867521367521368,183
2015,-1.0227993,BOL,199,0.846153846153846,179
2016,-1.105017,BOL,205,0.871794871794872,184
1995,0.5268011,BRA,61,0.275229357798165,56
1996,0.56469375,BRA,55,0.252336448598131,54
1997,0.55364925,BRA,60,0.275700934579439,58
1998,0.6234458,BRA,56,0.257009345794393,56
1999,0.6652925,BRA,51,0.232558139534884,50
2000,0.676591,BRA,62,0.265217391304348,52
2001,0.4803954,BRA,78,0.334782608695652,67
2002,0.4870345,BRA,70,0.3,60
2003,0.4748757,BRA,76,0.326086956521739,65
2004,0.33250305,BRA,85,0.365217391304348,73
2005,0.4272674,BRA,79,0.339130434782609,69
2006,0.44409832,BRA,83,0.354978354978355,71
2007,0.40811908,BRA,91,0.38961038961039,78
2008,0.3215861,BRA,98,0.41991341991342,84
2009,0.28204924,BRA,99,0.424242424242424,85
2010,0.1927977,BRA,107,0.458874458874459,92
2011,0.15231304,BRA,110,0.467811158798283,93
2012,0.20390381,BRA,101,0.427350427350427,86
2013,0.06077515,BRA,117,0.493617021276596,99
2014,0.1278126,BRA,107,0.452991452991453,94
2015,0.18653479,BRA,105,0.444444444444444,89
2016,0.12127511,BRA,113,0.478632478632479,99
1995,0.94615126,BRB,32,0.142201834862385,31
1996,0.8415421,BRB,35,0.158878504672897,35
1997,0.9697008,BRB,34,0.154205607476636,34
1998,0.8779683,BRB,38,0.172897196261682,38
1999,0.9228629,BRB,35,0.158139534883721,34
2000,1.1807164,BRB,33,0.139130434782609,25
2001,0.8265862,BRB,54,0.230434782608696,46
2002,0.7646485,BRB,50,0.21304347826087,44
2003,0.65252125,BRB,63,0.269565217391304,53
2004,0.65785503,BRB,55,0.234782608695652,48
2005,1.0616255,BRB,34,0.143478260869565,29
2006,1.1168029,BRB,40,0.168831168831169,35
2007,1.1168307,BRB,33,0.138528138528139,30
2008,0.9773927,BRB,42,0.177489177489178,36
2009,1.2097557,BRB,31,0.12987012987013,27
2010,0.9948273,BRB,39,0.164502164502165,33
2011,0.7221424,BRB,63,0.266094420600858,53
2012,0.90744007,BRB,54,0.226495726495727,46
2013,0.5589431,BRB,78,0.327659574468085,65
2014,0.3589812,BRB,89,0.376068376068376,77
2015,0.47951955,BRB,81,0.341880341880342,70
2016,0.6186344,BRB,72,0.303418803418803,61
1995,-1.0472499,BRN,190,0.86697247706422,184
1996,-0.7907472,BRN,168,0.780373831775701,166
1997,-0.6717847,BRN,156,0.724299065420561,154
1998,-0.37488535,BRN,130,0.602803738317757,128
1999,-1.390447,BRN,205,0.948837209302326,202
2000,-1.4003408,BRN,219,0.947826086956522,201
2001,-1.2617815,BRN,216,0.934782608695652,199
2002,-1.803911,BRN,228,0.98695652173913,210
2003,-1.3227266,BRN,218,0.943478260869565,201
2004,-1.0611205,BRN,203,0.878260869565217,186
2005,-1.9549539,BRN,230,0.995652173913044,212
2006,-1.2882441,BRN,216,0.930735930735931,197
2007,-0.9810223,BRN,197,0.848484848484848,180
2008,-2.1117022,BRN,231,0.995670995670996,212
2009,-1.8997107,BRN,230,0.991341991341991,211
2010,-0.37986532,BRN,157,0.675324675324675,139
2011,-1.6396152,BRN,229,0.978540772532189,208
2012,-1.6863747,BRN,229,0.974358974358974,208
2013,-1.0939595,BRN,205,0.868085106382979,183
2014,-0.57850724,BRN,173,0.735042735042735,154
2015,0.11591884,BRN,115,0.487179487179487,98
2016,0.24803232,BRN,106,0.448717948717949,92
1995,0.14036435,BTN,97,0.440366972477064,91
1996,-0.22133231,BTN,120,0.55607476635514,118
1997,0.17986032,BTN,97,0.448598130841121,95
1998,0.28118315,BTN,85,0.392523364485981,83
1999,0.243776,BTN,91,0.418604651162791,88
2000,0.66364944,BTN,64,0.273913043478261,54
2001,0.52560943,BTN,72,0.308695652173913,61
2002,0.53361106,BTN,65,0.278260869565217,56
2003,0.75131285,BTN,54,0.230434782608696,46
2004,0.4503661,BTN,70,0.3,59
2005,0.71000546,BTN,54,0.230434782608696,47
2006,0.12061031,BTN,116,0.497835497835498,102
2007,0.3809654,BTN,95,0.406926406926407,82
2008,-0.27470887,BTN,144,0.619047619047619,126
2009,0.009574427,BTN,123,0.528138528138528,107
2010,0.11795302,BTN,116,0.497835497835498,100
2011,0.13593425,BTN,113,0.48068669527897,96
2012,0.16869032,BTN,106,0.448717948717949,90
2013,0.08834041,BTN,114,0.480851063829787,97
2014,-0.1004311,BTN,130,0.551282051282051,113
2015,-0.39434463,BTN,157,0.666666666666667,137
2016,0.0431118,BTN,121,0.512820512820513,104
1995,-0.6165262,CAF,158,0.720183486238532,152
1996,-1.6053768,CAF,209,0.97196261682243,207
1997,-1.150974,CAF,191,0.88785046728972,189
1998,-0.68974835,CAF,158,0.733644859813084,156
1999,-0.9950082,CAF,183,0.846511627906977,180
2000,-1.0550386,CAF,200,0.865217391304348,182
2001,-1.0510463,CAF,203,0.878260869565217,186
2002,-0.20972845,CAF,148,0.639130434782609,132
2003,-0.8852015,CAF,193,0.834782608695652,176
2004,-0.3208629,CAF,149,0.643478260869565,134
2005,-0.056210365,CAF,123,0.530434782608696,110
2006,-0.5003777,CAF,165,0.70995670995671,148
2007,-0.21625006,CAF,135,0.58008658008658,119
2008,-0.23525868,CAF,140,0.601731601731602,123
2009,-0.14573239,CAF,135,0.58008658008658,118
2010,0.08131096,CAF,119,0.510822510822511,103
2011,-0.19103539,CAF,137,0.583690987124464,119
2012,-0.355525,CAF,152,0.645299145299145,132
2013,-0.4088753,CAF,155,0.65531914893617,135
2014,-0.29268306,CAF,146,0.61965811965812,128
2015,0.17630455,CAF,106,0.448717948717949,90
2016,-0.7441686,CAF,177,0.752136752136752,158
1995,1.1393342,CAN,21,0.091743119266055,21
1996,1.1240149,CAN,23,0.102803738317757,23
1997,1.1602789,CAN,26,0.116822429906542,26
1998,1.0998442,CAN,24,0.107476635514019,24
1999,1.0538107,CAN,30,0.134883720930233,29
2000,1.059986,CAN,38,0.160869565217391,29
2001,0.9662641,CAN,46,0.195652173913043,38
2002,1.0489662,CAN,35,0.147826086956522,30
2003,1.0429265,CAN,36,0.152173913043478,31
2004,0.979383,CAN,38,0.160869565217391,33
2005,0.9608953,CAN,42,0.178260869565217,37
2006,0.88338256,CAN,52,0.220779220779221,45
2007,0.82969075,CAN,57,0.242424242424242,47
2008,0.680764,CAN,66,0.281385281385281,57
2009,0.7592899,CAN,63,0.268398268398268,53
2010,0.72116166,CAN,63,0.268398268398268,53
2011,0.7336668,CAN,62,0.261802575107296,52
2012,0.76947236,CAN,61,0.256410256410256,53
2013,0.713081,CAN,67,0.280851063829787,56
2014,0.7539772,CAN,63,0.264957264957265,53
2015,0.6714245,CAN,69,0.290598290598291,59
2016,0.720253,CAN,65,0.273504273504274,56
1995,-0.24556477,CCK,129,0.587155963302752,123
1996,0.21348648,CCK,87,0.401869158878505,85
1997,0.6817405,CCK,51,0.233644859813084,51
1998,0.3145998,CCK,81,0.373831775700935,79
1999,0.60311174,CCK,52,0.237209302325581,51
2000,0.9659467,CCK,46,0.195652173913043,37
2001,1.3138628,CCK,25,0.104347826086957,20
2002,0.6212807,CCK,58,0.247826086956522,49
2003,0.9957994,CCK,38,0.160869565217391,33
2004,0.86281204,CCK,44,0.18695652173913,37
2005,1.0079072,CCK,37,0.156521739130435,32
2006,1.0309817,CCK,42,0.177489177489178,37
2007,0.8780273,CCK,52,0.220779220779221,44
2008,1.1872492,CCK,30,0.125541125541126,26
2009,0.83013946,CCK,53,0.225108225108225,45
2010,0.7235588,CCK,62,0.264069264069264,52
2011,0.9950078,CCK,46,0.1931330472103,39
2012,0.9434693,CCK,50,0.209401709401709,43
2013,1.1433364,CCK,34,0.140425531914894,30
2014,0.74249357,CCK,65,0.273504273504274,55
2015,1.1943275,CCK,30,0.123931623931624,26
2016,1.1598572,CCK,33,0.136752136752137,30
1995,2.1196551,CHE,4,0.0137614678899083,4
1996,2.1903572,CHE,3,0.00934579439252336,3
1997,2.2295241,CHE,3,0.00934579439252336,3
1998,2.213291,CHE,3,0.00934579439252336,3
1999,2.215259,CHE,4,0.013953488372093,4
2000,2.1508274,CHE,5,0.0173913043478261,4
2001,2.2015781,CHE,4,0.0130434782608696,3
2002,2.1856213,CHE,3,0.00869565217391304,3
2003,2.1268227,CHE,3,0.00869565217391304,3
2004,2.1555703,CHE,3,0.00869565217391304,3
2005,1.9889581,CHE,3,0.00869565217391304,3
2006,2.0269485,CHE,3,0.00865800865800866,3
2007,2.0958695,CHE,3,0.00865800865800866,3
2008,2.0813632,CHE,3,0.00865800865800866,3
2009,2.2296276,CHE,2,0.00432900432900433,2
2010,2.2298074,CHE,2,0.00432900432900433,2
2011,2.286988,CHE,2,0.00429184549356223,2
2012,2.0811512,CHE,3,0.00854700854700855,3
2013,2.1995618,CHE,2,0.00425531914893617,2
2014,2.3600495,CHE,2,0.00427350427350427,2
2015,2.386558,CHE,2,0.00427350427350427,2
2016,2.2239187,CHE,2,0.00427350427350427,2
1995,-0.08280777,CHL,115,0.522935779816514,109
1996,0.0034555506,CHL,104,0.481308411214953,102
1997,0.038163684,CHL,110,0.509345794392523,108
1998,0.069011785,CHL,104,0.481308411214953,102
1999,-0.020225337,CHL,113,0.52093023255814,110
2000,0.0011840158,CHL,118,0.508695652173913,105
2001,-0.025307223,CHL,125,0.539130434782609,111
2002,-0.04173436,CHL,128,0.552173913043478,113
2003,-0.07468149,CHL,127,0.547826086956522,113
2004,-0.060998358,CHL,125,0.539130434782609,111
2005,-0.116988085,CHL,130,0.560869565217391,116
2006,-0.14645042,CHL,137,0.588744588744589,122
2007,-0.26730138,CHL,139,0.597402597402597,123
2008,-0.2810136,CHL,145,0.623376623376623,127
2009,-0.3316629,CHL,147,0.632034632034632,129
2010,-0.36695108,CHL,154,0.662337662337662,136
2011,-0.32025135,CHL,147,0.626609442060086,127
2012,-0.28200585,CHL,143,0.606837606837607,123
2013,-0.22855087,CHL,141,0.595744680851064,122
2014,-0.3908144,CHL,157,0.666666666666667,138
2015,-0.37239304,CHL,153,0.64957264957265,133
2016,-0.34681818,CHL,151,0.641025641025641,133
1995,0.26113427,CHN,89,0.403669724770642,83
1996,0.2816218,CHN,80,0.369158878504673,78
1997,0.2380306,CHN,88,0.406542056074766,86
1998,0.21936521,CHN,96,0.44392523364486,94
1999,0.26700076,CHN,87,0.4,84
2000,0.29627454,CHN,99,0.426086956521739,86
2001,0.3605299,CHN,87,0.373913043478261,75
2002,0.3767851,CHN,87,0.373913043478261,74
2003,0.3955441,CHN,81,0.347826086956522,70
2004,0.3880774,CHN,79,0.339130434782609,68
2005,0.4898102,CHN,72,0.308695652173913,62
2006,0.6046315,CHN,69,0.294372294372294,60
2007,0.68084145,CHN,69,0.294372294372294,59
2008,0.7592097,CHN,58,0.246753246753247,50
2009,0.66693825,CHN,68,0.29004329004329,58
2010,0.767598,CHN,56,0.238095238095238,46
2011,0.863076,CHN,50,0.210300429184549,42
2012,0.88388765,CHN,55,0.230769230769231,47
2013,0.989131,CHN,40,0.165957446808511,35
2014,1.0204029,CHN,38,0.158119658119658,33
2015,0.96858644,CHN,43,0.17948717948718,38
2016,1.0035839,CHN,44,0.183760683760684,38
1995,-0.7997837,CIV,174,0.793577981651376,168
1996,-0.95583034,CIV,176,0.817757009345795,174
1997,-0.6932285,CIV,157,0.728971962616822,155
1998,-0.82738316,CIV,166,0.771028037383178,164
1999,-0.46960574,CIV,145,0.669767441860465,142
2000,-0.8549016,CIV,187,0.808695652173913,170
2001,-0.8138251,CIV,187,0.808695652173913,170
2002,-0.9056256,CIV,193,0.834782608695652,176
2003,-0.66510767,CIV,175,0.756521739130435,158
2004,-0.8173847,CIV,186,0.804347826086957,170
2005,-0.82644486,CIV,190,0.821739130434783,174
2006,-0.96639854,CIV,196,0.844155844155844,179
2007,-1.0494057,CIV,202,0.87012987012987,184
2008,-1.0387529,CIV,204,0.878787878787879,186
2009,-0.9575256,CIV,199,0.857142857142857,181
2010,-1.3217778,CIV,220,0.948051948051948,201
2011,-1.0070767,CIV,199,0.849785407725322,178
2012,-1.0498037,CIV,205,0.871794871794872,184
2013,-0.8669679,CIV,190,0.804255319148936,168
2014,-0.8362092,CIV,187,0.794871794871795,166
2015,-0.65341914,CIV,174,0.739316239316239,154
2016,-1.5004604,CIV,225,0.957264957264957,204
1995,-1.133191,CMR,198,0.903669724770642,192
1996,-1.3287926,CMR,196,0.911214953271028,194
1997,-1.0047222,CMR,182,0.845794392523365,180
1998,-1.8215678,CMR,212,0.985981308411215,210
1999,-1.6649392,CMR,210,0.972093023255814,207
2000,-1.6471399,CMR,225,0.973913043478261,207
2001,-1.5799048,CMR,226,0.978260869565217,208
2002,-1.1073408,CMR,206,0.891304347826087,189
2003,-1.1953466,CMR,210,0.908695652173913,193
2004,-1.4921929,CMR,226,0.978260869565217,209
2005,-1.4098196,CMR,220,0.952173913043478,203
2006,-1.3172294,CMR,218,0.939393939393939,199
2007,-0.84078676,CMR,189,0.813852813852814,172
2008,-1.0437868,CMR,206,0.887445887445887,188
2009,-1.0917891,CMR,210,0.904761904761905,192
2010,-1.0857321,CMR,206,0.887445887445887,187
2011,-0.6343614,CMR,174,0.742489270386266,154
2012,-0.94601756,CMR,198,0.841880341880342,177
2013,-0.87954277,CMR,192,0.812765957446809,170
2014,-0.57406855,CMR,172,0.730769230769231,153
2015,-0.7093201,CMR,179,0.760683760683761,159
2016,-1.1324667,CMR,207,0.88034188034188,186
1995,-1.0557959,COD,191,0.871559633027523,185
1996,-1.0556597,COD,183,0.850467289719626,181
1997,-0.9457965,COD,178,0.827102803738318,176
1998,-1.3388103,COD,198,0.920560747663551,196
1999,-1.2917886,COD,198,0.916279069767442,195
2000,-0.7473925,COD,179,0.773913043478261,162
2001,-1.1420196,COD,208,0.9,191
2002,-0.96239936,COD,197,0.852173913043478,180
2003,-1.1836677,COD,209,0.904347826086956,192
2004,-1.0615485,COD,204,0.882608695652174,187
2005,-1.2563866,COD,207,0.895652173913044,190
2006,-1.2480143,COD,213,0.917748917748918,194
2007,-1.209228,COD,214,0.922077922077922,196
2008,-1.2721092,COD,213,0.917748917748918,195
2009,-1.148835,COD,216,0.930735930735931,198
2010,-1.1535126,COD,214,0.922077922077922,195
2011,-0.6465167,COD,176,0.751072961373391,156
2012,-1.2204354,COD,216,0.918803418803419,195
2013,-0.8721921,COD,191,0.808510638297872,169
2014,-1.0403893,COD,198,0.841880341880342,177
2015,-1.4790708,COD,224,0.952991452991453,203
2016,-1.2868011,COD,219,0.931623931623932,198
1995,-0.8823073,COG,179,0.81651376146789,173
1996,-1.3867836,COG,200,0.929906542056075,198
1997,-1.2552016,COG,199,0.925233644859813,197
1998,-1.1806917,COG,190,0.883177570093458,188
1999,-1.2001432,COG,194,0.897674418604651,191
2000,-1.688444,COG,227,0.982608695652174,209
2001,-1.2334954,COG,214,0.926086956521739,197
2002,-1.2896651,COG,215,0.930434782608696,198
2003,-1.4515322,COG,223,0.965217391304348,206
2004,-1.3680546,COG,221,0.956521739130435,204
2005,-1.2578063,COG,208,0.9,191
2006,-1.6289833,COG,224,0.965367965367965,205
2007,-1.284556,COG,220,0.948051948051948,201
2008,-1.9083289,COG,227,0.978354978354978,208
2009,-1.0349741,COG,205,0.883116883116883,187
2010,-1.5081908,COG,226,0.974025974025974,207
2011,-1.1060317,COG,205,0.875536480686695,184
2012,-1.1759006,COG,212,0.901709401709402,191
2013,-1.3217887,COG,220,0.931914893617021,198
2014,-1.0651568,COG,200,0.85042735042735,179
2015,-1.5854317,COG,229,0.974358974358974,208
2016,-1.4456803,COG,224,0.952991452991453,203
1995,0.15737353,COK,96,0.435779816513761,90
1996,0.005757725,COK,103,0.476635514018692,101
1997,0.016294679,COK,111,0.514018691588785,109
1998,-0.20748621,COK,118,0.546728971962617,116
1999,0.07722843,COK,102,0.469767441860465,99
2000,-0.36130768,COK,144,0.621739130434783,129
2001,0.035627168,COK,121,0.521739130434783,108
2002,0.28918502,COK,95,0.408695652173913,82
2003,0.27542648,COK,96,0.41304347826087,85
2004,0.25837645,COK,94,0.404347826086957,82
2005,0.021430118,COK,119,0.51304347826087,106
2006,0.56322396,COK,70,0.298701298701299,61
2007,0.052189346,COK,119,0.510822510822511,103
2008,0.61376935,COK,68,0.29004329004329,59
2009,0.47014228,COK,85,0.363636363636364,72
2010,0.28869468,COK,97,0.415584415584416,85
2011,0.1123352,COK,116,0.493562231759657,99
2012,0.083723426,COK,117,0.495726495726496,100
2013,0.8176688,COK,56,0.234042553191489,48
2014,0.3519299,COK,90,0.38034188034188,78
2015,0.4971236,COK,78,0.329059829059829,67
2016,0.35248,COK,92,0.388888888888889,79
1995,0.013680569,COL,107,0.486238532110092,101
1996,0.12939233,COL,93,0.429906542056075,91
1997,0.16796619,COL,98,0.453271028037383,96
1998,0.21319325,COL,97,0.448598130841121,95
1999,0.15875365,COL,98,0.451162790697674,95
2000,0.20557684,COL,103,0.443478260869565,90
2001,0.29602122,COL,93,0.4,81
2002,0.24167599,COL,101,0.434782608695652,88
2003,0.04197589,COL,118,0.508695652173913,105
2004,-0.033870514,COL,123,0.530434782608696,109
2005,-0.09921084,COL,127,0.547826086956522,113
2006,0.05315286,COL,121,0.51948051948052,107
2007,0.070290126,COL,117,0.502164502164502,101
2008,0.092368715,COL,116,0.497835497835498,101
2009,0.11362889,COL,117,0.502164502164502,101
2010,0.07684073,COL,120,0.515151515151515,104
2011,0.0872272,COL,118,0.502145922746781,101
2012,0.11300025,COL,116,0.491452991452991,99
2013,0.15700804,COL,106,0.446808510638298,90
2014,0.12226695,COL,108,0.457264957264957,95
2015,0.0572193,COL,121,0.512820512820513,103
2016,0.025638193,COL,125,0.52991452991453,108
1995,-0.32088166,COM,137,0.623853211009174,131
1996,-1.3749689,COM,199,0.925233644859813,197
1997,0.2259355,COM,90,0.41588785046729,88
1998,0.44434366,COM,72,0.331775700934579,70
1999,0.5092768,COM,62,0.283720930232558,60
2000,-0.91681087,COM,191,0.826086956521739,173
2001,-0.09611092,COM,131,0.565217391304348,117
2002,-0.66091824,COM,176,0.760869565217391,159
2003,-0.5625645,COM,170,0.734782608695652,153
2004,-0.45189294,COM,155,0.669565217391304,139
2005,-0.55521464,COM,161,0.695652173913044,145
2006,-0.13198727,COM,135,0.58008658008658,120
2007,-0.6089967,COM,167,0.718614718614719,150
2008,0.35360116,COM,94,0.402597402597403,81
2009,-0.103921525,COM,131,0.562770562770563,114
2010,0.9180902,COM,46,0.194805194805195,38
2011,-0.26450163,COM,142,0.605150214592275,123
2012,-0.78210205,COM,184,0.782051282051282,163
2013,-1.1570755,COM,209,0.885106382978723,187
2014,-0.92270565,COM,192,0.816239316239316,171
2015,-0.80606586,COM,187,0.794871794871795,167
2016,-0.4335484,COM,156,0.662393162393162,138
1995,0.06704161,CPV,103,0.467889908256881,97
1996,0.19917831,CPV,89,0.411214953271028,87
1997,0.82106286,CPV,43,0.196261682242991,43
1998,0.6279111,CPV,54,0.247663551401869,54
1999,0.32893416,CPV,80,0.367441860465116,78
2000,0.4752942,CPV,79,0.339130434782609,67
2001,0.19891731,CPV,108,0.465217391304348,96
2002,-0.16312292,CPV,143,0.617391304347826,127
2003,0.21172713,CPV,106,0.456521739130435,93
2004,-0.15324558,CPV,134,0.578260869565217,120
2005,-0.11526765,CPV,129,0.556521739130435,115
2006,0.08931622,CPV,119,0.510822510822511,105
2007,0.45531633,CPV,86,0.367965367965368,73
2008,0.30776736,CPV,100,0.428571428571429,86
2009,-0.21584056,CPV,137,0.588744588744589,120
2010,0.04546866,CPV,122,0.523809523809524,106
2011,0.19784369,CPV,100,0.424892703862661,85
2012,-0.206475,CPV,136,0.576923076923077,116
2013,-0.46639973,CPV,161,0.680851063829787,141
2014,-0.0077741407,CPV,124,0.525641025641026,108
2015,-0.021281313,CPV,126,0.534188034188034,108
2016,0.4837861,CPV,83,0.35042735042735,71
1995,-0.32672948,CRI,138,0.628440366972477,132
